Dataset,County,County_Urban,County_Bioregion,Frequency_General,Frequency_Tuna,Frequency_Shrimp,Frequency_Salmon,Frequency_Flounder,Frequency_BlueCrab,Frequency_Clams,Frequency_Mullet,Frequency_Oysters,Frequency_raw_Tuna,Frequency_raw_Shrimp,Frequency_raw_Salmon ,Frequency_raw_Flounder,Frequency_raw_BlueCrab,Frequency_raw_Clams ,Frequency_raw_Mullet ,Frequency_raw_Oysters ,Where_Tuna,Where_Shrimp,Where_Salmon,Where_Flounder,Where_BlueCrab,Where_Clams,Where_Mullet,Where_Oysters,Form_Tuna,Form_Shrimp,Form_Salmon,Form_Flounder,Form_BlueCrab,Form_Clams,Form_Mullet,Form_Oysters,Preference_Tuna ,Preference_Shrimp,Preference_Salmon,Preference_Flounder,Preference_BlueCrab ,Preference_Clams ,Preference_Mullet ,Preference_Oysters,Qualities_Healthy ,Qualities_Local ,Qualities_Safe ,Qualities_Local_Economies ,Qualities_Tasty ,Qualities_Affordable,Qualities_Local_Culture ,Qualities_Sustainable ,Qualities_Easy_Access ,Qualities_Local_Environments,Qualities_Fresh,Importance_Health,Importance_Local,Importance_Safe,Importance_Local_Economies,Importance_Tasty,Importance_Affordable,Importance_Local_Culture,Importance_Sustainable,Importance_Easy_Access,Importance_Local_Environments,Importance_Fresh,Importance_Wild,Importance_Farmed,WTP_Healthy,WTP_Local,WTP_Safe,WTP_Local_Economies,WTP_Tasty,WTP_Affordable,WTP_Local_Culture,WTP_Sustainable,WTP_Easy_Access,WTP_Local_Environments,WTP_Fresh,WTP_Wild,WTP_Farmed,Covid_Importance_Healthy,Covid_Importance_Local,Covid_Importance_Safe,Covid_Importance_Local_Economies,Covid_Importance_Tasty,Covid_Importance_Affordable,Covid_Importance_Local_Culture,Covid_Importance_Sustainable,Covid_Importance_Easy_Access,Covid_Importance_Local_Envrionments,Covid_Importance_Fresh,Covid_Importance_Wild,Covid_Importance_Farmed,Rank_Coastal_Development,Rank_Heritage,Rank_State_Economy,Rank_Sustainability ,Rank_Small_Business,Rank_Wages,Rank_Trade_Deficit,Rank_Food_Security,Rank_Wild,Rank_Farmed,Local_Seafood,Local_Seafood_Text,Benefit_Local,LocalBenefit1,LocalBenefit2,Rate_Mariculture_Win,Rate_Grow_Oyster_Market,Rate_Regulatory_Balance,Rate_Unfair_Markets,Rate_Company_Rights,Rate_Good_Bad_Years,Rate_Hurt_Oyster_Market,Rate_Heritage_Loss,Rate_Local_Food_Security,Rate_Farms_Improve_Fishing,Rate_Aquaculture_Future,Rate_Residential_Leases,Rate_Overfishing_Occurring ,Rate_Fish_Meant_Harvesting ,Rank_Growth_NC_Seafood_Critical,Rank_Farming_Priority,Rank_Commercial_Fishing_Protection,Rank_Commercial_Fishing_Backbone,Knowledge_Production,Frequency_NC_Coast,Involvement_Commercial,Involvement_Recreational,Eat_Catch,Distance_NC_Coast_original,Zip,Age_original,Age_corrected,Over_Under_40,Gender_original,Gender_Text,Education,Political_Party,Political_Party_Text,Race1,Race2,Race3,Race4,Race_Text,Race_Combined,Income,Duration
1,Pitt,2,2,2,0,2,0,2,2,0,0,0,,0,,0,0,,,,,4,,4,4,,,,,5,,5,5,,,,,6,,6,6,,,,5,5,5,5,5,5,5,5,3,5,1,5,3,5,3,5,4,2,3,4,3,4,2,2,2,3,0,1,4,2,0,2,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,,,3,,,3,,Helping the economy in our state. ,,,5,3,4,5,3,4,3,5,4,4,4,3,3,4,1,2,3,4,1,3,0,3,1,5,28590,3,3,1,1,,4,3,,1,,,,,1,5,831
1,Durham,1,3,6,3,2,6,0,0,0,0,0,0,0,0,,,,,,3,3,3,,,,,,3,2,2,,,,,,2,2,2,,,,,,1,5,1,5,2,3,5,3,2,5,5,4,1,4,2,4,4,2,4,4,2,3,4,1,1,0,2,0,2,0,0,1,0,0,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,,,3,,2,,3,,freshness and supporting the local economy,,,4,3,3,3,3,4,3,3,4,3,3,4,4,3,2,3,4,1,0,3,0,0,0,6,27705,7,5,2,1,,6,1,,1,,,,,1,4,998
1,Burke,2,3,2,3,0,0,0,0,0,0,0,0,,,,,,,,3,,,,,,,,3,,,,,,,,3,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,4,4,4,4,4,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,,,1,,,3,,3,,It’s most likely fresher than other seafood ,,,4,3,4,3,2,3,2,3,4,4,3,4,4,4,1,4,2,3,0,0,0,0,0,6,28655,4,4,2,1,,5,1,,1,,,,,1,1,701
1,Forsyth,1,3,4,4,4,4,2,2,2,0,2,0,0,0,0,0,0,,0,3,3,3,3,3,3,,3,3,2,1,1,1,1,,1,3,2,1,1,1,2,,2,2,3,2,2,2,3,3,2,2,2,2,4,3,5,4,5,3,4,4,4,4,5,4,4,2,2,3,1,3,2,2,3,2,2,3,2,2,2,2,3,3,2,2,2,2,3,2,3,2,2,,1,,2,,3,,,,,3,,buying local seafood helps keep the money local. It helps local economies and communities.,,,4,5,4,4,3,4,3,4,5,4,4,4,5,4,2,4,1,3,1,3,0,0,0,6,27012,4,4,2,1,,4,3,,1,,,,,1,4,1766
1,Pitt,2,2,2,2,2,0,1,0,0,0,1,1,0,,0,,,,1,3,4,,4,,,,5,3,1,,1,,,,1,2,2,,2,,,,2,1,1,1,1,1,5,1,5,5,1,1,5,5,5,5,5,5,5,4,4,5,5,3,1,4,3,4,3,3,4,3,3,3,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,,,,,,3,,Locality represents accountability,,,3,3,5,4,1,1,4,5,4,2,3,4,3,4,3,4,1,2,1,3,0,3,1,5,27834,4,5,2,1,,3,1,,1,,,,,1,2,755
1,Iredell,2,3,2,2,0,2,2,0,0,0,2,0,,0,0,,,,0,3,,3,4,,,,3,3,,3,5,,,,3,3,,3,3,,,,3,2,3,2,3,2,2,3,2,2,3,2,3,3,5,3,5,5,3,3,3,3,4,3,3,0,1,1,1,1,0,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,,1,2,,,,,3,,helps small businesses,,,3,3,4,3,3,4,3,4,4,3,3,3,3,3,1,3,4,2,0,1,0,0,0,6,28625,5,6,2,1,,1,3,,1,,,,,1,1,516
1,Mecklenburg,1,3,4,4,4,4,2,2,1,1,2,4,0,4,0,0,0,0,2,4,4,5,8,8,8,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,3,5,1,3,5,1,5,3,5,3,5,4,3,4,4,3,5,4,2,2,2,2,1,2,0,1,2,2,2,2,2,0,3,3,3,3,2,2,3,3,3,2,3,3,2,,,3,1,2,,,,,,5,,"Economic support , fresher , less travel time",,,4,3,5,4,2,5,4,5,3,4,3,4,5,3,1,3,4,2,2,2,0,0,0,6,28203,2,2,1,1,,5,1,,1,,,,,1,6,439
1,Cabarrus,1,3,2,0,2,2,1,2,0,0,0,,0,0,0,0,,,,,3,4,5,5,,,,,2,2,2,5,,,,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,0,3,3,3,3,3,3,3,3,3,3,3,2,2,,3,,,1,2,,,,,1,,Healthy.,,,4,3,3,2,4,3,2,1,3,3,1,5,4,4,1,2,3,4,4,7,0,0,0,6,,2,2,1,1,,2,2,,1,,,,,1,5,318
1,Lee,2,3,4,4,4,4,0,0,0,0,0,0,0,0,,,,,,3,3,3,,,,,,3,1,1,,,,,,3,3,3,,,,,,1,3,1,3,2,2,3,2,3,3,2,5,1,5,1,5,4,1,1,5,1,3,1,1,2,0,2,0,2,0,0,0,1,0,0,0,0,2,2,3,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,,,,,3,,Cheaper and fresher ,,,4,3,5,4,3,4,3,4,4,3,3,4,5,4,2,4,3,1,0,3,0,3,1,5,27332,2,2,1,1,,3,1,,1,,,,,1,3,1364
1,Wake,1,3,5,3,5,3,2,3,2,2,2,3,6,3,2,2,2,2,2,5,5,5,5,5,5,5,5,1,2,1,2,1,2,2,2,1,3,1,1,1,3,3,3,1,2,1,3,1,3,3,1,3,3,1,5,3,5,4,4,5,4,4,4,4,5,3,1,4,2,4,3,3,4,3,3,3,3,4,4,2,3,2,2,2,3,3,2,2,2,2,3,3,2,,1,,3,,,,,2,,4,,"healthy,safety and affordable",,,5,5,5,5,3,5,3,5,5,5,5,5,5,5,3,2,4,1,2,3,0,0,1,5,27519,3,3,1,1,,6,5,,5,,,,,5,3,1257
1,Pasquotank,2,1,3,6,4,4,3,2,0,0,1,1,0,1,0,0,,,2,3,3,3,3,3,,,5,3,2,2,2,6,,,6,2,2,2,2,2,,,2,1,1,1,1,1,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,3,,1,2,3,,"Cost, freshness ",,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,4,3,8,0,0,4,0,27909,3,3,1,1,,4,1,,1,,,,,1,4,584
1,Cherokee,2,4,2,0,6,0,0,0,0,0,0,,5,,,,,,,,3,,,,,,,,1,,,,,,,,1,,,,,,,1,5,5,1,3,1,1,2,3,2,1,5,3,5,3,5,4,3,4,4,5,4,3,5,1,0,0,2,2,1,2,2,0,1,0,1,1,3,3,3,2,2,2,2,3,1,2,3,3,3,,,,3,2,,,1,,,5,,helping local businesses and health,,,4,2,5,3,3,2,3,2,5,1,3,5,3,2,4,3,2,1,0,0,0,0,0,6,,1,1,1,1,,4,3,,1,,,,,1,1,320
1,Orange,2,3,5,5,5,3,0,0,1,0,2,5,4,0,,,0,,2,3,3,3,,,3,,3,1,2,2,,,2,,3,3,2,1,,,3,,3,1,5,1,1,1,3,1,5,2,1,5,1,1,3,1,5,5,1,4,3,1,1,1,3,0,0,1,0,3,3,1,0,1,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,3,2,,1,,,3,,Helps locals,,,5,5,4,5,1,5,2,4,3,2,1,1,5,5,2,1,3,4,0,2,0,3,4,6,27278,3,3,1,1,,3,3,,1,,,,,1,4,572
1,Mecklenburg,1,3,4,0,4,4,0,0,0,0,0,,0,2,,,,,,,3,4,,,,,,,1,1,,,,,,,3,3,,,,,,3,1,3,2,2,3,1,3,2,4,1,4,3,5,3,5,5,4,5,5,5,5,1,1,2,1,3,0,3,3,1,3,2,3,2,0,0,3,2,3,2,3,3,2,3,3,3,2,2,2,,,,2,,1,,3,,,3,,helps small business owners,,,5,4,4,5,1,1,2,2,4,4,3,2,5,1,2,1,4,3,1,3,0,0,0,7,,2,2,1,2,,2,2,,1,,,,,1,4,661
1,Forsyth,1,3,2,3,3,3,2,0,2,2,2,2,2,1,0,,2,2,2,3,3,3,4,,3,3,3,1,1,1,1,,3,3,3,3,3,3,3,,3,3,3,4,4,4,4,4,4,4,4,5,5,5,4,3,3,4,4,5,4,4,5,5,4,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,3,,2,,,,3,,it is fresher and i supporting the local economy,,,5,5,5,5,3,4,3,3,3,3,5,5,5,5,3,1,2,4,4,2,0,0,0,6,27284,4,5,2,2,,5,1,,1,,,,,1,6,1090
1,Johnston,1,2,4,2,3,4,1,0,0,0,0,0,0,0,0,,,,,3,3,3,3,,,,,3,2,1,2,,,,,6,1,4,3,,,,,2,1,1,1,2,3,1,1,3,1,1,5,4,4,4,5,4,4,4,4,5,3,3,2,0,2,2,2,0,1,2,2,2,2,2,2,1,3,3,3,3,2,2,3,3,3,3,2,2,1,,,3,1,,2,,,,,3,,"Support of NC fisherman, fresh, sustainable",,,2,4,5,5,1,1,1,5,2,2,3,4,4,2,3,4,2,1,0,3,0,0,0,5,27527,5,5,2,1,,6,3,,1,,,,,1,3,1055
1,Brunswick,2,1,6,0,4,6,3,2,4,0,1,,0,0,0,0,0,,0,,3,3,3,4,3,,4,,1,1,1,5,1,,5,,1,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,,,,,,2,1,,3,,fair trade  financial benefitting local fisherman  health,,,3,3,3,3,3,1,3,5,3,4,4,4,5,2,3,4,2,1,1,1,0,0,0,6,28467,5,6,2,1,,4,2,,1,,,,,1,5,345
1,Yadkin,2,3,2,0,2,1,0,0,0,0,0,,0,0,,,,,,,4,3,,,,,,,5,3,,,,,,,6,6,,,,,,5,5,5,5,2,2,5,5,5,5,5,2,1,5,2,5,5,3,3,5,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,3,,,,,,3,,I am not sure. I don't live close enough to the coast to buy local seafood.,,,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,1,3,4,0,1,0,0,0,6,27011,5,6,2,1,,2,1,,1,,,,,1,4,525
1,Davidson,2,3,2,1,4,2,2,0,0,0,2,0,0,0,0,,,,0,8,4,8,4,,,,4,6,5,6,5,,,,5,3,3,3,3,,,,3,2,5,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,4,4,4,4,4,1,4,4,2,3,3,4,3,3,3,3,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,1,3,,,,2,3,,I am supporting my state businesses.,,,4,3,4,5,3,4,2,4,4,4,3,5,4,5,2,3,1,4,0,1,0,0,1,6,27360,6,7,2,1,,2,4,Unifiliated,1,,,,,1,3,979
1,Davidson,2,3,5,5,3,5,4,0,0,0,2,1,0,0,0,,,,4,3,5,3,3,,,,5,3,1,1,2,,,,1,3,3,3,3,,,,3,2,2,2,3,2,2,3,3,2,3,3,4,3,5,4,5,5,4,4,5,4,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,3,2,2,3,3,3,2,2,,,2,,1,,,,,3,3,,I think it is better and safer to eat.,,,4,5,3,3,4,5,3,5,1,5,3,5,1,5,3,1,2,4,1,3,0,1,4,6,27295,5,6,2,1,,2,3,,1,,,,,1,1,939
1,Beaufort,2,1,5,3,4,2,3,2,1,0,1,2,0,2,0,0,0,,0,4,3,4,2,2,5,,1,5,1,5,1,1,1,,1,2,1,2,1,1,4,,1,3,1,3,1,1,1,1,1,1,1,1,4,5,4,5,5,5,5,5,5,5,5,5,2,1,2,1,2,2,1,2,1,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,1,2,,3,,,1,,Helping local fisherman trying to make an honest living.,,,4,5,4,5,4,4,5,5,4,4,4,3,5,2,1,4,3,2,2,8,3,3,4,0,27810,2,2,1,1,,2,3,,1,,,,,1,1,1693
1,,,,4,2,4,4,2,1,1,0,0,0,0,0,0,0,0,,,3,3,3,3,3,3,,,2,2,2,2,2,2,,,1,1,1,1,1,1,,,1,1,1,1,1,3,1,1,1,1,1,5,4,5,4,5,5,4,5,5,5,5,5,1,2,1,2,1,2,1,1,2,2,1,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,3,,2,1,,3,,fresh,,,3,1,4,3,4,2,2,4,3,2,3,5,5,2,2,4,3,1,0,5,0,3,3,5,27962,4,4,2,1,,5,1,,1,,,,,1,8,458
1,Mecklenburg,1,3,5,4,3,5,2,0,0,0,0,0,0,0,0,,,,,3,3,3,3,,,,,3,2,1,2,,,,,6,2,2,3,,,,,1,1,1,2,2,3,2,3,2,2,2,4,2,5,4,5,5,4,5,4,4,5,5,1,2,2,4,2,2,2,2,3,2,2,4,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,,2,,3,,,3,,"freshness, good for local economy",,,4,3,4,3,2,4,3,3,4,4,3,4,5,1,1,3,4,2,1,1,0,0,4,6,28215,6,7,2,1,,6,3,,1,,,,,1,5,700
1,Burke,2,3,4,2,1,4,2,0,0,0,0,0,0,0,0,,,,,3,3,3,3,,,,,2,2,1,2,,,,,1,1,1,1,,,,,1,1,1,2,1,3,1,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,2,3,3,3,3,3,3,3,3,3,3,1,,,,3,,,,1,2,,6,,Food safety and local economy ,,,5,3,3,4,4,4,4,4,4,3,2,4,2,1,1,3,2,4,0,1,0,0,1,6,28655,5,6,2,2,,2,3,,2,,,,,2,5,1760
1,Gaston,1,3,2,2,2,2,0,0,0,0,0,2,0,0,,,,,,3,3,3,,,,,,3,2,2,,,,,,5,5,6,,,,,,3,5,3,3,3,3,3,3,1,3,3,5,5,5,1,5,5,3,3,5,3,5,3,3,0,1,2,0,4,2,1,4,3,1,3,3,0,1,1,1,3,2,2,3,1,3,3,3,2,2,,,,3,1,,2,,,,3,,"Making sure it’s fresh, safe and taste great",,,1,3,5,2,5,3,2,4,5,2,5,5,2,3,2,3,1,4,2,4,1,0,2,0,28052,2,2,1,1,,2,2,,3,,,,,3,2,708
1,2,2,2,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,4,4,5,4,5,5,5,5,5,5,5,4,4,3,2,4,2,4,4,2,4,4,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,2,1,,,,,3,,Support local business,,,3,3,5,5,3,3,3,5,5,3,5,3,3,5,3,1,4,2,0,0,0,0,1,6,27849,4,5,2,1,,6,2,,3,,,,,3,3,3212
1,Jackson,2,4,5,2,2,3,2,0,0,0,0,2,0,2,0,,,,,4,4,3,4,,,,,1,1,2,1,,,,,1,1,1,1,,,,,1,1,3,1,1,3,1,1,3,1,1,5,4,5,4,5,5,4,5,3,5,5,5,1,1,2,0,3,0,0,1,3,0,2,1,1,0,3,2,3,3,2,2,2,2,1,3,2,3,1,,,,1,,3,,2,,,3,,"Local seafood is fresher, better tasting, and healthier. Local seafood also provides jobs within the local areas. ",,,5,4,2,4,1,1,1,2,2,3,4,5,5,1,2,1,4,3,0,8,0,3,3,6,28779,1,1,1,1,,5,3,,1,,,,,1,3,553
1,Wake,1,3,4,4,4,2,2,0,0,0,0,4,0,0,0,,,,,3,3,4,4,,,,,3,2,5,5,,,,,3,3,3,3,,,,,1,3,1,1,1,3,2,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,,1,,,,2,,,3,,Freshness,,,3,4,4,4,4,4,4,4,4,4,3,2,2,3,1,3,2,4,0,5,0,3,0,4,27591,4,4,2,1,,5,3,,2,,,,,2,6,345
1,Forsyth,1,3,2,0,2,0,0,0,0,0,0,,0,,,,,,,,4,,,,,,,,5,,,,,,,,6,,,,,,,5,5,5,5,5,5,5,5,5,5,5,1,1,3,1,2,2,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,,,2,3,,,,,2,,Nothing I hardly buy seafood ,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,4,0,2,0,0,0,6,27106,3,3,1,1,,2,5,,1,2,,,,8,8,381
1,Mecklenburg,1,3,4,4,3,2,2,0,0,0,0,0,0,0,0,,,,,3,3,3,3,,,,,3,2,1,1,,,,,3,2,3,3,,,,,2,1,1,3,2,2,1,2,2,1,1,4,4,4,3,4,3,3,3,4,4,5,3,3,1,2,1,2,1,0,1,1,1,1,2,1,1,2,2,3,3,2,2,2,2,2,2,2,2,2,,3,,1,2,,,,,,3,,Fresher because less delivery time,,,3,4,4,5,1,3,4,5,4,3,4,4,3,2,2,4,3,1,0,2,0,0,0,6,28277,5,6,2,1,,3,3,,1,,,,,1,2,596
1,Guilford,1,3,4,0,3,5,4,0,0,0,4,,3,0,0,,,,0,,6,3,4,,,,4,,1,3,5,,,,1,,4,4,1,,,,2,1,2,1,1,1,1,2,2,4,1,1,5,4,5,5,5,5,5,5,4,5,5,4,2,2,1,2,0,1,1,2,2,2,1,1,1,1,3,2,3,2,3,2,3,2,2,2,3,3,1,3,2,,,1,,,,,,3,,"helps local restaurant owners, helps the economy in my neighborhood",,,5,2,4,3,2,4,2,5,2,2,2,5,2,5,3,2,1,4,2,3,3,3,1,6,27405,2,2,1,1,,3,3,,1,,,,,1,4,841
1,Onslow,2,1,4,3,2,2,2,0,1,0,0,0,0,0,0,,0,,,4,4,3,4,,4,,,3,5,1,5,,5,,,3,3,3,3,,3,,,2,2,2,2,2,3,5,3,5,5,5,2,2,4,2,4,3,2,2,3,2,4,1,1,1,0,1,0,1,1,0,1,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,,1,2,,,,,3,,Fresher,,,3,1,3,3,3,4,3,2,3,4,3,4,3,1,1,2,4,3,1,8,0,3,1,2,28546,3,3,1,1,,4,3,,1,,,,,1,3,515
1,Iredell,2,3,4,4,3,3,4,1,1,0,1,0,0,0,0,0,0,,0,3,3,4,3,3,3,,3,3,2,1,2,3,3,,3,1,1,1,3,1,1,,3,2,3,1,3,1,1,3,3,3,3,1,5,3,5,3,5,5,2,4,5,5,5,5,1,4,2,4,4,4,4,1,3,0,1,4,3,0,3,2,3,2,3,3,2,3,3,3,3,2,1,,2,,1,,,,3,,,3,,It is fresher; helps the small fishermen and the counties in which they work; keeps money in the state; provides jobs.,,,5,2,5,5,1,2,3,2,4,2,3,5,4,4,2,3,1,4,1,1,0,3,0,5,28677,5,6,2,1,,5,1,,5,,,,,5,2,1005
1,Durham,1,3,3,3,3,3,3,4,2,3,2,2,2,1,2,2,1,2,3,4,2,3,3,2,3,4,4,3,3,3,3,2,2,3,3,4,4,3,3,3,3,4,4,4,4,3,2,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,3,,2,,1,,,,3,,taste good ,,,3,4,4,4,5,3,4,4,4,4,3,4,4,3,3,1,2,4,2,6,3,2,2,4,27701,2,2,1,1,,4,3,,5,,,,,5,5,760
1,Wake,1,3,1,2,0,2,0,0,0,0,0,0,,0,,,,,,3,,3,,,,,,3,,1,,,,,,6,,2,,,,,,1,3,1,2,1,3,2,1,3,1,1,5,3,5,3,5,5,3,3,5,3,5,3,3,1,0,2,1,2,1,1,1,1,1,2,1,1,3,2,3,2,3,3,2,2,3,2,3,2,2,,,,2,3,,,1,,,3,,it would probably help small/family owned businesses ,,,3,1,5,4,3,5,3,5,3,3,3,4,5,4,1,4,2,3,0,2,0,3,1,6,27587,2,2,1,1,,3,3,,1,,,,,1,2,637
1,Guilford,1,3,5,2,4,4,0,0,0,0,2,0,4,0,,,,,0,3,4,4,,,,,4,3,2,5,,,,,5,5,5,2,,,,,6,2,5,2,2,2,2,5,2,2,2,2,3,2,5,2,5,3,2,2,3,2,3,2,2,4,2,4,2,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,,1,,,2,,,4,,can get fresh  supports NC economy,,,4,3,3,3,3,2,3,4,4,3,3,3,3,3,2,4,3,1,0,3,0,3,1,5,,6,7,2,2,,4,1,,1,,,,,1,4,789
1,Union,1,3,3,4,2,2,2,1,1,0,1,0,0,2,0,1,1,,0,6,4,6,6,2,4,,4,3,2,4,5,1,5,,5,2,3,2,1,2,3,,3,2,3,2,3,2,3,2,3,3,2,1,4,3,5,4,4,4,4,5,4,4,4,4,3,2,1,2,2,2,1,1,1,1,1,2,2,1,1,3,3,3,2,3,3,3,3,3,3,2,2,3,,,1,,2,,,,,5,,"Buying local seafood can ensure freshness, reliability, and support small businesses.",,,5,4,5,5,4,5,4,5,5,5,4,4,4,1,1,3,2,4,2,3,3,3,2,6,28110,2,2,1,1,,3,3,,1,,,,,1,4,675
1,Robeson,2,2,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,3,3,3,5,5,5,5,5,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,3,4,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,3,2,2,0,0,1,1,1,1,1,0,3,1,3,2,3,3,2,2,3,2,3,3,2,,,,,3,,,2,,1,3,,Its helps local businesses ,,,4,4,5,3,5,4,4,4,3,4,3,3,3,4,1,3,2,4,4,8,1,1,4,3,28468,3,3,1,2,,2,2,,3,,,,,3,4,1763
1,Yadkin,2,3,2,2,3,3,1,0,0,0,0,4,4,4,0,,,,,2,3,3,3,,,,,1,1,2,2,,,,,3,3,3,3,,,,,1,1,2,2,2,5,5,3,5,5,2,5,4,4,4,5,5,5,5,4,3,4,1,1,4,0,4,3,4,3,3,3,2,3,3,1,0,2,2,3,2,3,3,2,2,2,2,2,2,2,,,,2,1,,,3,,,3,,close by and better,,,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,1,2,4,2,1,0,3,1,4,27020,3,3,1,1,,1,5,,2,,,,,2,8,629
1,Caldwell,2,4,2,4,2,2,0,0,2,0,2,0,0,0,,,0,,1,3,3,3,,,3,,3,3,2,3,,,1,,1,1,1,1,,,1,,1,1,3,1,1,1,3,1,1,2,1,1,5,2,5,3,5,5,2,2,5,2,5,5,2,4,2,4,2,3,4,4,3,4,2,4,4,1,3,2,3,2,3,3,2,2,3,2,3,3,2,,,1,,,3,2,,,,2,,It's fresh and helps the community ,,,4,5,5,3,4,4,3,5,3,4,4,3,5,3,2,1,3,4,0,1,0,3,4,5,28630,3,3,1,2,,2,3,,1,,,,,1,1,779
1,New Hanover,1,1,3,2,2,0,2,2,3,0,0,0,0,,0,0,0,,,3,5,,5,5,5,,,1,1,,1,1,1,,,4,4,,2,2,2,,,3,2,3,2,3,1,1,3,3,1,1,4,3,5,4,5,3,4,3,4,4,5,3,3,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,3,3,3,3,3,3,3,3,2,2,,,3,2,1,,,,,,2,,Helping out the smaller business ,,,4,3,5,5,2,3,2,5,4,5,2,5,5,2,4,1,3,2,0,8,0,3,4,3,28405,5,6,2,1,,2,2,,1,,,,,1,4,807
1,Johnston,1,2,2,2,2,0,0,0,0,0,0,2,2,,,,,,,3,3,,,,,,,3,2,,,,,,,6,4,,,,,,,1,3,2,1,3,3,3,2,3,1,1,3,2,4,2,5,5,3,2,2,3,2,1,4,1,0,0,0,4,4,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,1,,,3,,2,,,,1,,It’s easier to get.,,,4,5,2,1,3,5,4,2,3,4,5,4,3,2,1,3,2,4,4,8,0,0,0,6,27577,1,1,1,1,,2,1,,1,,,,,1,4,2192
1,Wake,1,3,3,0,4,0,0,0,0,0,0,,0,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,1,5,5,5,1,5,5,5,3,5,1,4,1,5,2,5,5,2,5,5,2,5,3,3,1,0,2,0,2,0,0,1,2,0,2,0,0,3,2,3,2,3,3,2,2,3,2,3,2,2,,,,2,3,,,1,,,6,,Local benefits,,,4,3,4,3,5,4,2,4,3,4,2,4,3,1,2,1,4,3,0,8,0,0,0,6,,2,2,1,1,,3,2,,2,,,,,2,8,413
